"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Cuttack","BP-CTC-2022-03-13-001651","BPA1","2022-03-13","2022-05-05","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Rourkela","BP-RRK-2021-11-12-000150","BPA2","2021-11-12","2021-11-16","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-02-27-001212","BPA1","2022-02-27",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-19-003737","BPA2","2022-05-19",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-03-05-001409","BPA1","2022-03-05","2022-03-05","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-12-000829","BPA1","2022-02-12",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-01-08-000292","BPA1","2022-01-08","2022-02-01","APPROVED","BP/RRK/000039","2022-02-09"
"Rourkela","BP-RRK-2021-12-21-000203","BPA1","2021-12-21","2021-12-21","APPROVED","BP/RRK/000040","2022-02-09"
"Rourkela","BP-RRK-2022-02-02-000640","BPA1","2022-02-02","2022-02-02","APPROVED","BP/RRK/000041","2022-02-10"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-12-000830","BPA1","2022-02-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-30-003082","BPA1","2022-04-30","2022-05-01","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001313","BPA1","2022-03-02","2022-03-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000770","BPA1","2022-02-09","2022-02-09","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Cuttack","BP-CTC-2022-02-27-001214","BPA1","2022-02-27","2022-04-13","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-04-001363","BPA1","2022-03-04",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-12-002482","BPA2","2022-04-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-08-001491","BPA3","2022-03-08",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-11-003488","BPA1","2022-05-11",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002077","BPA1","2022-03-31","2022-04-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001277","BPA1","2022-03-02",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-04-25-002838","BPA4","2022-04-25",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-01-14-000352","BPA1","2022-01-14","2022-01-14","APPROVED","BP/BAM/000054","2022-03-02"
"Berhampur","BP-BAM-2022-03-05-001403","BPA1","2022-03-05",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-04-06-002272","BPA1","2022-04-06","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-01-002111","BPA1","2022-04-01","2022-04-02","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-07-001471","BPA1","2022-03-07","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-04-001366","BPA1","2022-03-04","2022-03-05","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-08-000753","BPA1","2022-02-08",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-27-001215","BPA1","2022-02-27",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001304","BPA1","2022-03-02","2022-03-03","APPROVED","BP/BDA/000119","2022-04-23"
"Sambalpur","BP-SMB-2022-01-18-000411","BPA1","2022-01-18","2022-01-18","APPROVED","BP/SMB/000042","2022-02-12"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003567","BPA1","2022-05-13",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-15-003618","BPA1","2022-05-15","2022-05-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-10-000781","BPA1","2022-02-10",NULL,"INITIATED",NULL,NULL
"Khordha","BP-KHU-2022-04-25-002854","BPA2","2022-04-25","2022-04-26","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-04-25-002844","BPA1","2022-04-25","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-01-22-000508","BPA1","2022-01-22","2022-01-22","REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-26-001960","BPA1","2022-03-26",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-04-11-002411","BPA1","2022-04-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-12-000837","BPA1","2022-02-12",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001860","BPA1","2022-03-21","2022-04-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-12-000832","BPA2","2022-02-12","2022-02-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Berhampur","BP-BAM-2022-03-05-001404","BPA1","2022-03-05",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-03-05-001417","BPA1","2022-03-05",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001961","BPA2","2022-03-26",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-12-003549","BPA1","2022-05-12",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002373","BPA2","2022-04-08",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-03-08-001490","BPA1","2022-03-08",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-05-001405","BPA1","2022-03-05","2022-03-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-29-000591","BPA2","2022-01-29","2022-02-14","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-12-003548","BPA1","2022-05-12","2022-05-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-03-02-001267","BPA1","2022-03-02","2022-03-02","APPROVED","BP/CTC/000066","2022-03-15"
"Bhubaneswar","BP-BMC-2022-03-05-001418","BPA1","2022-03-05","2022-03-06","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-29-002007","BPA1","2022-03-29","2022-04-02","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Cuttack","BP-CTC-2022-03-10-001563","BPA2","2022-03-10","2022-03-16","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-12-002489","BPA2","2022-04-12",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-02-11-000799","BPA1","2022-02-11","2022-05-03","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Cuttackdevelopmentauthority","BP-CDA-2022-03-31-002054","BPA2","2022-03-31","2022-04-01","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-04-30-003083","BPA1","2022-04-30","2022-04-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-05-02-003106","BPA1","2022-05-02","2022-05-02","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-28-001224","BPA2","2022-02-28",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-04-26-002894","BPA1","2022-04-26","2022-05-05","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Berhampur","BP-BAM-2022-02-12-000827","BPA1","2022-02-12","2022-02-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-01-000626","BPA2","2022-02-01","2022-02-01","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001299","BPA1","2022-03-02","2022-03-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001962","BPA3","2022-03-26",NULL,"INITIATED",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-05-05-003259","BPA1","2022-05-05","2022-05-05","APPROVED","BP/BED/000182","2022-05-12"
"Bhubaneswar","BP-BMC-2022-04-08-002374","BPA2","2022-04-08",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-15-003621","BPA1","2022-05-15","2022-05-16","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002895","BPA1","2022-04-26","2022-04-27","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-11-002409","BPA1","2022-04-11","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-06-001419","BPA1","2022-03-06",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-29-002016","BPA2","2022-03-29","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sundargarh","BP-SNG-2022-04-20-002671","BPA1","2022-04-20","2022-04-20","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-03-000666","BPA1","2022-02-03","2022-02-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001226","BPA1","2022-02-28",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-02-000647","BPA1","2022-02-02","2022-02-02","APPROVED","BP/RRK/000046","2022-02-16"
"Bhubaneswar","BP-BMC-2022-04-12-002490","BPA1","2022-04-12","2022-04-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-03-001320","BPA2","2022-03-03",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001288","BPA1","2022-03-02",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-04-11-002413","BPA1","2022-04-11","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001963","BPA3","2022-03-26",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-04-001372","BPA1","2022-03-04","2022-03-04","APPROVAL_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-01-31-000610","BPA1","2022-01-31","2022-02-04","APPROVED","BP/RRK/000047","2022-02-17"
"Rourkela","BP-RRK-2022-02-12-000825","BPA1","2022-02-12","2022-02-12","APPROVED","BP/RRK/000048","2022-02-17"
"Berhampur","BP-BAM-2022-04-04-002174","BPA1","2022-04-04",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-10-001575","BPA1","2022-03-10","2022-03-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002058","BPA2","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-06-001421","BPA2","2022-03-06","2022-03-06","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-18-003684","BPA1","2022-05-18","2022-05-19","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-04-002164","BPA2","2022-04-04","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002034","BPA1","2022-03-30","2022-04-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Chatrapur","BP-CHH-2022-04-30-003085","BPA1","2022-04-30","2022-04-30","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2021-12-31-000235","BPA1","2021-12-31","2022-01-28","APPROVED","BP/CTC/000063","2022-03-09"
"Cuttack","BP-CTC-2022-04-12-002452","BPA1","2022-04-12","2022-04-12","APPROVED","BP/CTC/000136","2022-04-18"
"Bhubaneswar","BP-BMC-2022-03-16-001753","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-31-000605","BPA2","2022-01-31","2022-02-02","APPROVED","BP/BMC/000141","2022-04-29"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000854","BPA1","2022-02-14",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001964","BPA3","2022-03-26",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-12-003553","BPA1","2022-05-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-11-002417","BPA1","2022-04-11","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-24-000532","BPA1","2022-01-24","2022-01-24","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Rourkela","BP-RRK-2022-04-04-002176","BPA2","2022-04-04",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-03-03-001331","BPA1","2022-03-03","2022-03-10","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-06-001425","BPA1","2022-03-06","2022-03-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-21-002685","BPA1","2022-04-21",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002709","BPA1","2022-04-21",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-04-05-002226","BPA1","2022-04-05","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-28-000573","BPA2","2022-01-28","2022-01-29","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001287","BPA1","2022-03-02",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-02-14-000871","BPA1","2022-02-14","2022-02-14","REJECTED",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002898","BPA1","2022-04-26",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-04-11-002428","BPA2","2022-04-11","2022-04-11","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Cuttack","BP-CTC-2021-12-02-000171","BPA1","2021-12-02","2022-01-13","APPROVED","BP/CTC/000043","2022-02-14"
"Rourkela","BP-RRK-2022-02-13-000849","BPA1","2022-02-13",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-06-001431","BPA1","2022-03-06",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-02-002128","BPA1","2022-04-02","2022-04-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-20-002668","BPA1","2022-04-20","2022-04-30","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Sambalpur","BP-SMB-2022-05-03-003147","BPA1","2022-05-03","2022-05-05","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001931","BPA1","2022-03-24","2022-03-25","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-03-001332","BPA1","2022-03-03","2022-03-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-10-001589","BPA2","2022-03-10",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-31-000598","BPA1","2022-01-31","2022-02-04","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001801","BPA1","2022-03-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-08-001507","BPA1","2022-03-08",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-13-003557","BPA1","2022-05-13","2022-05-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000860","BPA1","2022-02-14","2022-02-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-13-003562","BPA2","2022-05-13",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000765","BPA1","2022-02-09","2022-02-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-10-000790","BPA1","2022-02-10","2022-02-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-23-001897","BPA1","2022-03-23",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003584","BPA1","2022-05-13","2022-05-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002900","BPA1","2022-04-26",NULL,"PENDING_APPL_FEE",NULL,NULL
"Rourkela","BP-RRK-2022-01-22-000511","BPA1","2022-01-22","2022-01-22","APPROVED","BP/RRK/000045","2022-02-16"
"Berhampur","BP-BAM-2022-01-17-000392","BPA1","2022-01-17","2022-01-21","APPROVED","BP/BAM/000055","2022-03-03"
"Bhubaneswar","BP-BMC-2022-02-09-000772","BPA1","2022-02-09","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-26-001967","BPA1","2022-03-26","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-05-07-003342","BPA1","2022-05-07","2022-05-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-06-001433","BPA1","2022-03-06",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-18-003681","BPA1","2022-05-18","2022-05-20","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001290","BPA1","2022-03-02","2022-03-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-03-15-001743","BPA1","2022-03-15","2022-04-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-14-000875","BPA1","2022-02-14","2022-02-15","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-06-002281","BPA2","2022-04-06","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-05-13-003558","BPA1","2022-05-13",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-07-002322","BPA1","2022-04-07","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-23-002801","BPA1","2022-04-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-21-000489","BPA1","2022-01-21","2022-04-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001805","BPA1","2022-03-17","2022-03-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-26-001968","BPA1","2022-03-26","2022-03-26","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Rourkela","BP-RRK-2022-05-18-003695","BPA2","2022-05-18",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001070","BPA1","2022-02-23","2022-03-02","APPROVAL_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-24-001938","BPA1","2022-03-24",NULL,"INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-17-003656","BPA1","2022-05-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-11-002426","BPA2","2022-04-11",NULL,"PENDING_APPL_FEE",NULL,NULL
"Rourkela","BP-RRK-2022-02-02-000642","BPA1","2022-02-02","2022-02-04","APPROVED","BP/RRK/000044","2022-02-15"
"Sundargarh","BP-SNG-2022-04-30-003086","BPA1","2022-04-30","2022-04-30","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001233","BPA1","2022-02-28",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000883","BPA2","2022-02-15",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-04-002179","BPA1","2022-04-04","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000886","BPA2","2022-02-15",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-06-001437","BPA1","2022-03-06",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-28-000563","BPA1","2022-01-28","2022-01-31","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000889","BPA2","2022-02-15",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001291","BPA1","2022-03-02","2022-03-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-09-000768","BPA1","2022-02-09","2022-04-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001669","BPA1","2022-03-14",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-30-003049","BPA1","2022-04-30","2022-04-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-08-001511","BPA1","2022-03-08","2022-03-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-03-08-001487","BPA1","2022-03-08","2022-03-08","APPROVED","BP/RRK/000098","2022-04-09"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-07-001453","BPA1","2022-03-07","2022-03-10","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-05-04-003183","BPA1","2022-05-04","2022-05-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000881","BPA1","2022-02-15","2022-02-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000880","BPA1","2022-02-15","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-19-003746","BPA1","2022-05-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-06-002286","BPA1","2022-04-06","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-01-31-000600","BPA1","2022-01-31","2022-01-31","APPROVED","BP/SMB/000049","2022-02-17"
"Bhubaneswar","BP-BMC-2022-03-16-001757","BPA2","2022-03-16",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-17-000914","BPA1","2022-02-17","2022-02-24","APPROVED","BP/RRK/000059","2022-03-07"
"Sambalpur","BP-SMB-2021-12-12-000194","BPA1","2021-12-12","2022-03-03","REJECTED",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-17-001807","BPA1","2022-03-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001513","BPA1","2022-03-09","2022-03-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000916","BPA1","2022-02-17",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000920","BPA2","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-10-001570","BPA1","2022-03-10","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001235","BPA1","2022-02-28","2022-03-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-23-002800","BPA1","2022-04-23",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001671","BPA1","2022-03-14","2022-03-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001014","BPA1","2022-02-21","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-17-003657","BPA1","2022-05-17",NULL,"PENDING_APPL_FEE",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-30-003087","BPA1","2022-04-30","2022-04-30","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-05-001415","BPA1","2022-03-05","2022-03-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Khordha","BP-KHU-2022-03-07-001444","BPA1","2022-03-07",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001514","BPA1","2022-03-09",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-15-003625","BPA1","2022-05-15","2022-05-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-03-001335","BPA1","2022-03-03",NULL,"INITIATED",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-02-001289","BPA1","2022-03-02","2022-03-05","APPROVED","BP/BED/000104","2022-04-12"
"Berhampur","BP-BAM-2022-05-08-003346","BPA1","2022-05-08","2022-05-09","APPROVED","BP/BAM/000199","2022-05-19"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-11-001601","BPA1","2022-03-11","2022-03-11","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-30-003088","BPA1","2022-04-30","2022-05-01","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-04-003172","BPA1","2022-05-04",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
